season,week,team,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,offense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds
2021,11,WAS,REG,46,2,26,1,396,22,16,6,206,241,206,53,40,190,2,10,12,6,7,2,0,0,3,0,0,3,1,2,1,0,27,0,3,2,4,7,25,3,2,0,38,65,12,0.58,0.38,0,0,0,1,0,0,4,6,0,'4-6-0,0.4,241,241,16,3,22,6.09,10.955,1.062,0.846,0.727,0,0.136,9.36,0.136,9.36,10.95,12.88,0,4.75,78,6,0.08,602,7.72,52.8,5.6,38.9,3.3,363.2,32.5,22,10.5,240.3,261.6,240.3,118.8,28.3,122.9,2.2,11.4,7.7,5.1,7.9,1.2,1.1,0.8,1.5,0,0.9,1.6,0.6,1.3,0.3,0.1
2021,12,WAS,REG,56,7,38,3,375,34,27,7,223,189,223,161,44,152,0,13,10,5,8,1,1,1,1,0,1,0,0,0,0,0,17,0,1,1,3,8,36,5,2,0,42,80,10,0.52,0.45,1,0,0,0,0,0,5,6,0,'5-6-0,0.455,189,189,27,1,34,4.69,5.559,0.833,1.308,0.794,0.029,0.029,6.56,0.029,6.56,5.56,8.26,0.023,3.45,105,3,0.03,598,5.7,53.09090909,5.727272727,38.81818182,3.272727273,364.2727273,32.63636364,22.45454545,10.18181818,238.7272727,255,238.7272727,122.6363636,29.72727273,125.5454545,2,11.54545455,7.909090909,5.090909091,7.909090909,1.181818182,1.090909091,0.818181818,1.454545455,0,0.909090909,1.454545455,0.545454545,1.181818182,0.272727273,0.090909091
2021,13,WAS,REG,50,4,33,2,308,29,23,6,196,202,196,84,30,112,3,12,7,7,6,0,0,0,2,0,1,0,0,0,0,0,17,0,2,1,5,8,31,4,1,0,29,61,12,0.48,0.51,0,0,0,1,0,0,6,6,0,'6-6-0,0.5,202,202,23,2,29,5.05,6.966,0.89,1.115,0.793,0.034,0.069,6.76,0.069,6.76,6.97,8.52,0,3.73,82,4,0.05,504,6.15,52.83333333,5.583333333,38.33333333,3.166666667,359.5833333,32.33333333,22.5,9.833333333,235.1666667,250.5833333,235.1666667,119.4166667,29.75,124.4166667,2.083333333,11.58333333,7.833333333,5.25,7.75,1.083333333,1,0.75,1.5,0,0.916666667,1.333333333,0.5,1.083333333,0.25,0.083333333
2021,14,WAS,REG,56,10,42,2,275,33,15,18,175,348,175,83,24,100,0,7,6,3,11,1,1,1,1,0,1,3,3,3,0,0,15,6,1,0,7,6,40,7,1,0,23,64,15,0.36,0.62,0,1,0,0,0,0,6,7,0,'6-7-0,0.462,348,348,15,1,33,4.3,10.545,1.533,1.269,0.455,0.03,0.03,5.3,0.03,5.3,10.55,11.67,0.042,4.17,72,3,0.04,450,6.25,53.07692308,5.923076923,38.61538462,3.076923077,353.0769231,32.38461538,21.92307692,10.46153846,230.5384615,258.0769231,230.5384615,116.6153846,29.30769231,122.5384615,1.923076923,11.23076923,7.692307692,5.076923077,8,1.076923077,1,0.769230769,1.461538462,0,0.923076923,1.461538462,0.692307692,1.230769231,0.230769231,0.076923077
2021,15,WAS,REG,46,8,33,0,257,31,20,11,194,197,194,97,21,63,3,8,5,6,7,0,1,2,0,0,0,2,0,2,0,0,17,0,2,1,6,1,33,5,0,0,21,54,14,0.39,0.61,0,0,0,0,1,0,6,8,0,'6-8-0,0.429,197,197,20,0,31,4.76,6.355,0.868,1.192,0.645,0,0,6.26,0,6.26,6.35,9.7,0.095,3,72,2,0.03,451,6.26,52.57142857,6.071428571,38.21428571,2.857142857,346.2142857,32.28571429,21.78571429,10.5,227.9285714,253.7142857,227.9285714,115.2142857,28.71428571,118.2857143,2,11,7.5,5.142857143,7.928571429,1,1,0.857142857,1.357142857,0,0.857142857,1.5,0.642857143,1.285714286,0.214285714,0.071428571
2021,16,WAS,REG,46,2,37,0,273,30,15,15,188,243,188,91,20,85,0,9,4,3,10,1,1,1,2,0,2,1,0,1,0,0,21,6,2,0,9,3,37,7,1,0,19,57,18,0.33,0.65,0,0,0,0,1,0,6,9,0,'6-9-0,0.4,243,243,15,2,30,4.79,8.1,1.07,1.154,0.5,0.067,0.067,6.27,0.067,6.27,8.1,12.53,0.05,4.25,65,5,0.08,461,7.09,52.13333333,5.8,38.13333333,2.666666667,341.3333333,32.13333333,21.33333333,10.8,225.2666667,253,225.2666667,113.6,28.13333333,116.0666667,1.866666667,10.86666667,7.266666667,5,8.066666667,1,1,0.866666667,1.4,0,0.933333333,1.466666667,0.6,1.266666667,0.2,0.066666667
2021,17,WAS,REG,49,7,40,2,341,35,27,8,247,181,247,133,22,94,0,14,8,9,6,0,1,1,0,0,1,0,0,0,0,0,16,0,1,3,5,4,38,2,0,1,22,61,11,0.36,0.62,0,1,0,0,0,0,6,10,0,'6-10-0,0.375,181,181,27,0,35,5.59,5.171,0.797,1.346,0.771,0.029,0,7.06,0,7.06,5.17,9.15,0.045,4.27,84,1,0.01,588,7,51.9375,5.875,38.25,2.625,341.3125,32.3125,21.6875,10.625,226.625,248.5,226.625,114.8125,27.75,114.6875,1.75,11.0625,7.3125,5.25,7.9375,0.9375,1,0.875,1.3125,0,0.9375,1.375,0.5625,1.1875,0.1875,0.0625
2021,18,WAS,REG,40,1,23,1,346,18,9,9,120,144,120,59,37,226,2,4,12,3,10,1,0,1,0,0,0,2,0,0,2,0,16,0,1,3,2,1,22,6,0,0,37,59,12,0.63,0.37,0,0,0,1,0,0,7,10,0,'7-10-0,0.412,144,144,9,0,18,5.86,8,0.634,0.692,0.5,0,0,6.67,0,6.67,8,13.33,0.027,6.11,64,1,0.02,466,7.28,51.23529412,5.588235294,37.35294118,2.529411765,341.5882353,31.47058824,20.94117647,10.52941176,220.3529412,242.3529412,220.3529412,111.5294118,28.29411765,121.2352941,1.764705882,10.64705882,7.588235294,5.117647059,8.058823529,0.941176471,0.941176471,0.882352941,1.235294118,0,0.882352941,1.411764706,0.529411765,1.117647059,0.294117647,0.058823529
2022,1,ARI,REG,62,29,46,3,308,38,24,14,205,267,205,115,22,103,1,12,6,3,9,3,1,1,2,0,0,3,0,1,2,0,21,0,1,0,8,1,43,5,1,0,21,65,14,0.32,0.66,0,1,0,0,0,0,0,1,0,'0-1-0,0,267,267,24,2,38,4.74,7.026,1.004,1.086,0.632,0,0.053,5.39,0.053,5.39,7.03,8.54,0.045,4.68,84,5,0.06,513,6.11,62,29,46,3,308,38,24,14,205,267,205,115,22,103,1,12,6,3,9,3,1,1,2,0,0,3,0,1,2,0
2022,2,ARI,REG,79,25,53,2,420,48,31,17,277,243,277,162,29,143,0,13,11,3,10,3,2,2,1,0,1,0,0,0,0,0,23,0,1,0,6,9,51,3,0,0,29,80,10,0.36,0.64,0,0,0,1,0,0,1,1,0,'1-1-0,0.5,243,243,31,1,48,5.25,5.062,0.914,1.371,0.646,0.021,0.021,5.77,0.021,5.77,5.06,8.94,0.069,4.93,108,4,0.04,697,6.45,70.5,27,49.5,2.5,364,43,27.5,15.5,241,255,241,138.5,25.5,123,0.5,12.5,8.5,3,9.5,3,1.5,1.5,1.5,0,0.5,1.5,0,0.5,1,0
2022,3,ARI,REG,83,45,62,2,384,58,37,21,314,356,314,166,21,70,3,15,8,6,12,4,1,0,0,0,0,1,0,0,1,0,12,0,0,4,5,4,60,4,0,0,21,81,13,0.26,0.74,0,1,0,0,0,0,1,2,0,'1-2-0,0.333,356,356,37,0,58,4.74,6.138,1.338,1.657,0.638,0,0,5.41,0,5.41,6.14,8.49,0,3.33,116,0,0,698,6.02,74.66666667,33,53.66666667,2.333333333,370.6666667,48,30.66666667,17.33333333,265.3333333,288.6666667,265.3333333,147.6666667,24,105.3333333,1.333333333,13.33333333,8.333333333,4,10.33333333,3.333333333,1.333333333,1,1,0,0.333333333,1.333333333,0,0.333333333,1,0
2022,4,ARI,REG,61,16,36,3,339,31,23,8,207,180,207,87,37,132,3,10,8,6,9,0,2,1,2,0,1,3,0,2,1,1,27,6,2,2,3,7,34,3,3,0,34,71,10,0.48,0.48,0,0,0,1,0,0,2,2,0,'2-2-0,0.5,180,180,23,2,31,4.77,5.806,0.677,0.886,0.742,0.032,0.065,6.68,0.065,6.68,5.81,9,0.027,3.57,91,5,0.05,546,6,71.25,28.75,49.25,2.5,362.75,43.75,28.75,15,250.75,261.5,250.75,132.5,27.25,112,1.75,12.5,8.25,4.5,10,2.5,1.5,1,1.25,0,0.5,1.75,0,0.75,1,0.25
2022,5,ARI,REG,68,38,42,1,374,41,28,13,250,293,250,144,26,124,5,16,7,8,6,1,0,1,1,0,1,1,0,0,1,0,17,0,2,2,5,2,41,4,0,2,26,69,13,0.38,0.59,0,1,0,0,0,0,2,3,0,'2-3-0,0.4,293,293,28,1,41,5.42,7.146,1.102,1.171,0.683,0.024,0.024,6.1,0.024,6.1,7.15,8.93,0.038,4.77,95,3,0.03,624,6.57,70.6,30.6,47.8,2.2,365,43.2,28.6,14.6,250.6,267.8,250.6,134.8,27,114.4,2.4,13.2,8,5.2,9.2,2.2,1.2,1,1.2,0,0.6,1.6,0,0.6,1,0.2
2022,6,ARI,REG,70,30,47,4,366,36,23,13,222,333,222,114,28,144,4,10,5,4,12,1,4,0,0,0,1,3,1,3,0,1,3,0,1,1,5,2,43,4,0,0,28,71,11,0.39,0.61,0,0,0,0,1,0,2,4,0,'2-4-0,0.333,333,333,23,0,36,5.15,9.25,1.252,1.029,0.639,0.028,0,6.17,0,6.17,9.25,9.65,0,5.14,87,0,0,588,6.76,70.5,30.5,47.66666667,2.5,365.1666667,42,27.66666667,14.33333333,245.8333333,278.6666667,245.8333333,131.3333333,27.16666667,119.3333333,2.666666667,12.66666667,7.5,5,9.666666667,2,1.666666667,0.833333333,1,0,0.666666667,1.833333333,0.166666667,1,0.833333333,0.333333333
2022,7,ARI,REG,62,3,33,1,341,29,20,9,204,216,204,94,30,137,4,9,9,3,7,1,0,2,1,0,0,2,0,1,1,0,30,0,3,2,7,6,32,4,1,0,29,62,16,0.47,0.52,1,0,0,0,0,0,3,4,0,'3-4-0,0.429,216,216,20,1,29,5.5,7.448,0.812,0.829,0.69,0,0.034,7.03,0.034,7.03,7.45,10.2,0.067,4.57,79,4,0.05,545,6.9,69.28571429,26.57142857,45.57142857,2.285714286,361.7142857,40.14285714,26.57142857,13.57142857,239.8571429,269.7142857,239.8571429,126,27.57142857,121.8571429,2.857142857,12.14285714,7.714285714,4.714285714,9.285714286,1.857142857,1.428571429,1,1,0,0.571428571,1.857142857,0.142857143,1,0.857142857,0.285714286
2022,8,ARI,REG,77,17,52,6,404,42,31,11,326,288,326,179,22,78,3,17,5,4,7,0,1,0,3,0,2,1,0,0,1,0,26,0,2,2,6,9,48,3,0,1,22,71,13,0.31,0.68,0,0,0,0,1,0,3,5,0,'3-5-0,0.375,288,288,31,3,42,5.69,6.857,1.083,1.2,0.738,0.048,0.071,7.76,0.071,7.76,6.86,10.52,0,3.55,95,6,0.06,730,7.68,70.25,25.375,46.375,2.75,367,40.375,27.125,13.25,250.625,272,250.625,132.625,26.875,116.375,2.875,12.75,7.375,4.625,9,1.625,1.375,0.875,1.25,0,0.75,1.75,0.125,0.875,0.875,0.25
2022,9,ARI,REG,64,23,44,4,297,35,25,10,175,213,175,98,21,122,0,8,5,6,8,0,2,0,2,0,0,4,1,1,3,0,15,0,3,0,6,7,40,6,0,0,21,61,15,0.34,0.66,0,1,0,0,0,0,3,6,0,'3-6-0,0.333,213,213,25,2,35,4.87,6.086,0.801,1,0.714,0,0.057,5,0.057,5,6.09,7,0,5.81,81,4,0.05,472,5.83,69.55555556,25.11111111,46.11111111,2.888888889,359.2222222,39.77777778,26.88888889,12.88888889,242.2222222,265.4444444,242.2222222,128.7777778,26.22222222,117,2.555555556,12.22222222,7.111111111,4.777777778,8.888888889,1.444444444,1.444444444,0.777777778,1.333333333,0,0.666666667,2,0.222222222,0.888888889,1.111111111,0.222222222
2022,10,ARI,REG,54,12,40,1,316,37,26,11,238,208,238,94,26,78,1,11,6,5,10,3,0,2,1,0,0,2,0,1,1,0,27,0,3,2,4,5,39,5,1,0,25,65,14,0.38,0.6,0,0,0,1,0,0,4,6,0,'4-6-0,0.4,208,208,26,1,37,4.86,5.622,0.782,1.057,0.703,0,0.027,6.43,0.027,6.43,5.62,9.15,0.077,3,89,4,0.04,554,6.22,68,23.8,45.5,2.7,354.9,39.5,26.8,12.7,241.8,259.7,241.8,125.3,26.2,113.1,2.4,12.1,7,4.8,9,1.6,1.3,0.9,1.3,0,0.6,2,0.2,0.9,1.1,0.2
2022,11,ARI,REG,68,44,49,2,344,42,30,12,277,254,277,133,24,67,6,12,6,8,8,0,2,1,0,0,2,1,0,1,0,1,10,0,1,1,7,1,47,4,0,0,24,71,13,0.34,0.66,0,1,0,0,0,0,4,7,0,'4-7-0,0.364,254,254,30,0,42,4.85,6.048,0.955,1.2,0.714,0.048,0,6.6,0,6.6,6.05,9.23,0.042,2.79,96,1,0.01,621,6.47,68,25.63636364,45.81818182,2.636363636,353.9090909,39.72727273,27.09090909,12.63636364,245,259.1818182,245,126,26,108.9090909,2.727272727,12.09090909,6.909090909,5.090909091,8.909090909,1.454545455,1.363636364,0.909090909,1.181818182,0,0.727272727,1.909090909,0.181818182,0.909090909,1,0.272727273
2022,12,ARI,REG,61,14,33,3,372,28,18,10,191,304,191,92,34,181,2,10,9,7,6,0,1,1,2,0,1,1,1,1,0,0,24,0,3,2,5,3,30,3,0,0,34,64,13,0.53,0.47,0,1,0,0,0,0,4,8,0,'4-8-0,0.333,304,304,18,2,28,5.81,10.857,1.143,0.8,0.643,0.036,0.071,6.82,0.071,6.82,10.86,10.61,0.029,5.32,80,5,0.06,563,7.04,67.41666667,24.66666667,44.75,2.666666667,355.4166667,38.75,26.33333333,12.41666667,240.5,262.9166667,240.5,123.1666667,26.66666667,114.9166667,2.666666667,11.91666667,7.083333333,5.25,8.666666667,1.333333333,1.333333333,0.916666667,1.25,0,0.75,1.833333333,0.25,0.916666667,0.916666667,0.25
2022,14,ARI,REG,68,26,52,5,368,40,28,12,255,303,255,123,22,113,0,11,5,4,10,1,4,1,0,0,1,2,1,1,1,0,14,6,1,3,5,8,47,2,0,0,22,69,11,0.32,0.68,0,1,0,0,0,0,4,9,0,'4-9-0,0.308,303,303,28,0,40,5.33,7.575,1.139,1.143,0.7,0.025,0,6.38,0,6.38,7.58,9.11,0.045,5.14,90,1,0.01,623,6.92,67.46153846,24.76923077,45.30769231,2.846153846,356.3846154,38.84615385,26.46153846,12.38461538,241.6153846,266,241.6153846,123.1538462,26.30769231,114.7692308,2.461538462,11.84615385,6.923076923,5.153846154,8.769230769,1.307692308,1.538461538,0.923076923,1.153846154,0,0.769230769,1.846153846,0.307692308,0.923076923,0.923076923,0.230769231
2022,15,ARI,REG,59,22,41,2,246,33,20,13,173,236,173,91,20,73,0,8,4,2,10,0,0,1,0,0,3,1,0,0,1,0,15,0,0,3,5,5,40,6,0,0,20,60,14,0.33,0.67,0,0,0,0,1,0,4,10,0,'4-10-0,0.286,236,236,20,0,33,4.1,7.152,0.887,0.943,0.606,0.091,0,5.24,0,5.24,7.15,8.65,0.05,3.65,73,1,0.01,419,5.74,66.85714286,24.57142857,45,2.785714286,348.5,38.42857143,26,12.42857143,236.7142857,263.8571429,236.7142857,120.8571429,25.85714286,111.7857143,2.285714286,11.57142857,6.714285714,4.928571429,8.857142857,1.214285714,1.428571429,0.928571429,1.071428571,0,0.928571429,1.785714286,0.285714286,0.857142857,0.928571429,0.214285714
2022,16,ARI,REG,60,10,48,2,342,45,25,20,221,352,221,131,27,121,3,8,8,5,14,1,0,1,0,0,1,2,2,1,1,0,16,0,1,3,6,4,46,7,0,1,27,74,17,0.36,0.62,0,1,0,0,0,0,4,11,0,'4-11-0,0.267,352,352,25,0,45,4.62,7.822,1.323,1.286,0.556,0.022,0,4.91,0,4.91,7.82,8.84,0.037,4.48,97,1,0.01,563,5.8,66.4,23.6,45.2,2.733333333,348.0666667,38.86666667,25.93333333,12.93333333,235.6666667,269.7333333,235.6666667,121.5333333,25.93333333,112.4,2.333333333,11.33333333,6.8,4.933333333,9.2,1.2,1.333333333,0.933333333,1,0,0.933333333,1.8,0.4,0.866666667,0.933333333,0.2
2022,17,ARI,REG,58,40,44,3,348,40,24,16,222,378,222,82,27,126,0,13,8,4,7,0,1,0,1,0,0,0,0,0,0,0,19,0,1,5,4,6,42,2,0,0,27,69,12,0.39,0.61,0,0,0,0,1,0,4,12,0,'4-12-0,0.25,378,378,24,1,40,5.04,9.45,1.421,1.143,0.6,0,0.025,5.55,0.025,5.55,9.45,9.25,0,4.67,91,2,0.02,570,6.26,65.875,24.625,45.125,2.75,348.0625,38.9375,25.8125,13.125,234.8125,276.5,234.8125,119.0625,26,113.25,2.1875,11.4375,6.875,4.875,9.0625,1.125,1.3125,0.875,1,0,0.875,1.6875,0.375,0.8125,0.875,0.1875
2022,18,ARI,REG,47,8,31,1,270,24,20,4,209,180,209,153,20,61,1,6,5,4,6,0,2,1,1,0,3,1,1,1,0,0,13,0,2,0,7,4,30,3,1,0,19,50,12,0.38,0.6,0,0,0,0,1,0,4,13,0,'4-13-0,0.235,180,180,20,1,24,5.4,7.5,0.677,0.686,0.833,0.125,0.042,8.71,0.042,8.71,7.5,10.45,0.05,3.05,64,3,0.05,479,7.48,64.76470588,23.64705882,44.29411765,2.647058824,343.4705882,38.05882353,25.47058824,12.58823529,233.2941176,270.8235294,233.2941176,121.0588235,25.64705882,110.1764706,2.117647059,11.11764706,6.764705882,4.823529412,8.882352941,1.058823529,1.352941176,0.882352941,1,0,1,1.647058824,0.411764706,0.823529412,0.823529412,0.176470588
2022,1,ATL,REG,58,11,37,5,416,33,20,13,215,282,215,78,38,201,2,8,13,5,8,0,0,2,0,0,0,3,2,2,1,0,26,0,2,5,6,8,32,4,0,1,38,71,17,0.54,0.45,0,1,0,0,0,0,0,1,0,'0-1-0,0,282,282,20,0,33,5.86,8.545,1.17,1.065,0.606,0,0,6.52,0,6.52,8.55,10.75,0.053,5.29,91,2,0.02,631,6.93,58,11,37,5,416,33,20,13,215,282,215,78,38,201,2,8,13,5,8,0,0,2,0,0,0,3,2,2,1,0
2022,2,ATL,REG,55,5,33,3,286,24,17,7,196,205,196,82,27,90,1,11,4,3,7,1,1,0,2,0,2,2,1,1,1,0,19,0,2,2,7,5,30,1,0,0,27,57,12,0.47,0.53,0,0,0,0,1,0,0,2,0,'0-2-0,0,205,205,17,2,24,5.02,8.542,0.851,0.774,0.708,0.083,0.083,8.17,0.083,8.17,8.54,11.53,0,3.33,68,4,0.06,482,7.09,56.5,8,35,4,351,28.5,18.5,10,205.5,243.5,205.5,80,32.5,145.5,1.5,9.5,8.5,4,7.5,0.5,0.5,1,1,0,1,2.5,1.5,1.5,1,0
2022,3,ATL,REG,35,6,25,2,408,19,13,6,229,329,229,93,31,179,0,13,8,4,3,0,0,2,1,0,1,2,1,1,1,0,27,0,3,2,6,4,23,1,2,0,29,54,12,0.54,0.43,0,0,0,1,0,0,1,2,0,'1-2-0,0.333,329,329,13,1,19,7.56,17.316,1.365,0.613,0.684,0.053,0.053,12.05,0.053,12.05,17.32,17.62,0.065,5.77,63,4,0.06,637,10.11,49.33333333,7.333333333,31.66666667,3.333333333,370,25.33333333,16.66666667,8.666666667,213.3333333,272,213.3333333,84.33333333,32,156.6666667,1,10.66666667,8.333333333,4,6,0.333333333,0.333333333,1.333333333,1,0,1,2.333333333,1.333333333,1.333333333,1,0
2022,4,ATL,REG,32,4,20,0,341,18,7,11,139,242,139,56,35,202,4,6,11,3,6,0,0,2,0,0,1,1,0,0,1,0,23,0,2,3,5,0,20,3,3,0,32,55,13,0.58,0.36,1,0,0,0,0,0,2,2,0,'2-2-0,0.5,242,242,7,0,18,6.2,13.444,1.004,0.581,0.389,0.056,0,7.72,0,7.72,13.44,19.86,0.057,5.77,60,2,0.03,480,8,45,6.5,28.75,2.5,362.75,23.5,14.25,9.25,194.75,264.5,194.75,77.25,32.75,168,1.75,9.5,9,3.75,6,0.25,0.25,1.5,0.75,0,1,2,1,1,1,0
2022,5,ATL,REG,51,9,35,4,298,25,14,11,147,227,147,63,31,151,4,7,10,6,8,1,0,1,1,0,0,1,0,1,0,0,15,0,1,1,4,6,31,6,0,0,31,62,12,0.5,0.5,0,0,0,0,1,0,2,3,0,'2-3-0,0.4,227,227,14,1,25,4.81,9.08,0.942,0.806,0.56,0,0.04,5.88,0.04,5.88,9.08,10.5,0.032,4.87,70,3,0.04,445,6.36,46.2,7,30,2.8,349.8,23.8,14.2,9.6,185.2,257,185.2,74.4,32.4,164.6,2.2,9,9.2,4.2,6.4,0.4,0.2,1.4,0.8,0,0.8,1.8,0.8,1,0.8,0
2022,6,ATL,REG,42,8,17,1,297,14,13,1,129,77,129,57,40,168,2,7,10,9,5,0,0,1,2,0,0,0,0,0,0,0,22,0,4,0,3,4,16,5,0,0,40,56,12,0.71,0.29,1,0,0,0,0,0,3,3,0,'3-3-0,0.5,77,77,13,2,14,5.3,5.5,0.32,0.452,0.929,0,0.143,9.21,0.143,9.21,5.5,9.92,0.025,4.2,67,5,0.07,426,6.36,45.5,7.166666667,27.83333333,2.5,341,22.16666667,14,8.166666667,175.8333333,227,175.8333333,71.5,33.66666667,165.1666667,2.166666667,8.666666667,9.333333333,5,6.166666667,0.333333333,0.166666667,1.333333333,1,0,0.666666667,1.5,0.666666667,0.833333333,0.666666667,0
2022,7,ATL,REG,31,11,19,3,231,13,8,5,124,109,124,43,29,107,2,5,7,4,6,0,0,1,1,0,0,1,0,0,1,0,17,0,2,1,6,2,16,6,0,0,29,45,15,0.64,0.36,0,0,0,0,1,0,3,4,0,'3-4-0,0.429,109,109,8,1,13,5.13,8.385,0.452,0.419,0.615,0,0.077,9.54,0.077,9.54,8.38,15.5,0.034,3.69,50,3,0.06,355,7.1,43.42857143,7.714285714,26.57142857,2.571428571,325.2857143,20.85714286,13.14285714,7.714285714,168.4285714,210.1428571,168.4285714,67.42857143,33,156.8571429,2.142857143,8.142857143,9,4.857142857,6.142857143,0.285714286,0.142857143,1.285714286,1,0,0.571428571,1.428571429,0.571428571,0.714285714,0.714285714,0
2022,8,ATL,REG,55,16,31,1,420,26,20,6,253,305,253,164,37,167,3,14,7,6,6,0,0,0,3,0,2,1,0,1,0,0,31,0,4,3,8,3,30,4,1,0,36,67,19,0.54,0.45,1,0,0,0,0,0,4,4,0,'4-4-0,0.5,305,305,20,3,26,6.27,11.731,1.266,0.839,0.769,0.077,0.115,9.73,0.115,9.73,11.73,12.65,0,4.51,83,6,0.07,673,8.11,44.875,8.75,27.125,2.375,337.125,21.5,14,7.5,179,222,179,79.5,33.5,158.125,2.25,8.875,8.75,5,6.125,0.25,0.125,1.125,1.25,0,0.75,1.375,0.5,0.75,0.625,0
2022,9,ATL,REG,44,13,27,2,330,23,12,11,129,343,129,42,35,201,2,7,12,5,6,0,0,2,0,0,0,1,1,1,0,0,17,0,2,2,4,2,25,4,0,0,35,60,12,0.58,0.42,0,1,0,0,0,0,4,5,0,'4-5-0,0.444,343,343,12,0,23,5.5,14.913,1.423,0.742,0.522,0,0,5.61,0,5.61,14.91,10.75,0.057,5.74,70,2,0.03,459,6.56,44.77777778,9.222222222,27.11111111,2.333333333,336.3333333,21.66666667,13.77777778,7.888888889,173.4444444,235.4444444,173.4444444,75.33333333,33.66666667,162.8888889,2.222222222,8.666666667,9.111111111,5,6.111111111,0.222222222,0.111111111,1.222222222,1.111111111,0,0.666666667,1.333333333,0.555555556,0.777777778,0.555555556,0
2022,10,ATL,REG,56,18,36,2,324,29,19,10,186,350,186,32,25,138,3,11,6,3,8,0,2,0,2,0,1,0,0,0,0,0,15,0,2,1,7,3,34,5,0,1,25,60,15,0.42,0.57,0,0,0,0,1,0,4,6,0,'4-6-0,0.4,350,350,19,2,29,5.4,12.069,1.452,0.935,0.655,0.034,0.069,6.41,0.069,6.41,12.07,9.79,0,5.52,73,4,0.05,510,6.99,45.9,10.1,28,2.3,335.1,22.4,14.3,8.1,174.7,246.9,174.7,71,32.8,160.4,2.3,8.9,8.8,4.8,6.3,0.2,0.3,1.1,1.2,0,0.7,1.2,0.5,0.7,0.5,0
2022,11,ATL,REG,38,12,22,4,280,20,13,7,131,104,131,75,33,149,2,7,8,2,7,1,0,2,1,0,0,1,1,1,0,0,27,0,3,2,5,3,18,3,3,2,30,53,13,0.57,0.34,1,0,0,0,0,0,5,6,0,'5-6-0,0.455,104,104,13,1,20,5.28,5.2,0.432,0.645,0.65,0,0.05,6.55,0.05,6.55,5.2,10.08,0.061,4.52,66,4,0.06,411,6.23,45.18181818,10.27272727,27.45454545,2.454545455,330.0909091,22.18181818,14.18181818,8,170.7272727,233.9090909,170.7272727,71.36363636,32.81818182,159.3636364,2.272727273,8.727272727,8.727272727,4.545454545,6.363636364,0.272727273,0.272727273,1.181818182,1.181818182,0,0.636363636,1.181818182,0.545454545,0.727272727,0.454545455,0
2022,12,ATL,REG,46,10,26,0,341,24,15,9,174,146,174,80,29,167,3,6,10,4,6,0,1,0,1,0,1,0,0,0,0,0,13,0,1,3,5,2,26,3,0,0,29,55,12,0.53,0.47,0,0,0,0,1,0,5,7,0,'5-7-0,0.417,146,146,15,1,24,6.2,6.083,0.606,0.774,0.625,0.042,0.042,7.25,0.042,7.25,6.08,11.6,0,5.76,68,2,0.03,515,7.57,45.25,10.25,27.33333333,2.25,331,22.33333333,14.25,8.083333333,171,226.5833333,171,72.08333333,32.5,160,2.333333333,8.5,8.833333333,4.5,6.333333333,0.25,0.333333333,1.083333333,1.166666667,0,0.666666667,1.083333333,0.5,0.666666667,0.416666667,0
2022,13,ATL,REG,47,9,25,0,313,23,13,10,167,374,167,47,28,146,2,9,8,3,7,1,0,0,1,0,1,1,0,0,1,0,16,0,1,3,6,4,25,3,0,0,28,53,13,0.53,0.47,0,1,0,0,0,0,5,8,0,'5-8-0,0.385,374,374,13,1,23,5.91,16.261,1.552,0.742,0.565,0.043,0.043,7.26,0.043,7.26,16.26,12.85,0,5.21,64,2,0.03,480,7.5,45.38461538,10.15384615,27.15384615,2.076923077,329.6153846,22.38461538,14.15384615,8.230769231,170.6923077,237.9230769,170.6923077,70.15384615,32.15384615,158.9230769,2.307692308,8.538461538,8.769230769,4.384615385,6.384615385,0.307692308,0.307692308,1,1.153846154,0,0.692307692,1.076923077,0.461538462,0.615384615,0.461538462,0
